MID,message,category
35991,just time pass,casual
35992,i want it everyday,reminders
35993,rbl,nearby
35994,hiii please translate in english,other
35995,what current offers do you have?,recharge
35996,you know me,casual
35997,bhai call karega na?,casual
35998,i want to know something,casual
35999,njarakkal,other
36000,see above,casual
36001,bhai koi offer,casual
36002,what ahppen,casual
36003,thank you! ☺,casual
36004,hey! u there??,casual
36005,thank you. my dear deepti.,casual
36006,how much population in india,other
36007,time u want,reminders
36008,12/30/1899,travel
36009,btao,casual
36010,hi i can help you,casual
36011,we talks usuaally many peoples here ana there bt some are different than others in crowd... after talk with i came to know u r not part of crowd.,casual
36012,ohk gn,casual
36013,any one here,casual
36014,your information is not satisfactory,casual
36015,my fortune hotel in banglore near by wine beer shop tell me,nearby
36016,do i need to carry any printout,travel
36017,awesome app,casual
36018,munthiri,food
36019,that's all for now :),casual
36020,don't need more options,casual
36021,helo,casual
36022,trying to lose weight,casual
36023,u r a computer or an women,casual
36024,i need some info.,casual
36025,do you know my location?,casual
36026,leave thi,casual
36027,gr8,casual
36028,12/30/1899,travel
36029,i had replied against you mail.,casual
36030,thanks for this,casual
36031,ok do fast plz,casual
36032,uttoo,casual
36033,kya he,casual
36034,nthng poooo,casual
36035,thanks shilpa,casual
36036,how selected for me,other
36037,means,casual
36038,u too...happy hours ahead..,casual
36039,don't say goodbye...,casual
36040,is not getting entered,casual
36041,no thank u,casual
36042,"hi ,daniel",casual
36043,can yuh get me a flow chart or something showing procedure for doing phd in finance aftet m.com,other
36044,what is laden's full name,nearby
36045,want to use the haptik,casual
36046,i did that,casual
36047,who's taking to me?,casual
36048,why everytime,casual
36049,plese find out pg fr my daughter fr one to two weeks stay near marathahally as she is likely to in a day or two.can u help me,other
36050,nice chatting with you,casual
36051,roorkie,travel
36052,wrapping my cat,casual
36053,helllo,casual
36054,noo thnx,casual
36055,will try tomorrow.. i already taken ur first option,casual
36056,hi.,casual
36057,its a new app iam just checking how it works,casual
36058,ohh...thank u,casual
36059,i m late,casual
36060,hey gloria,casual
36061,no i don't wanna disturb u,casual
36062,1pax,travel
36063,hi help me..,casual
36064,hi any update about my query,casual
36065,long send me,casual
36066,thnx ishi,casual
36067,would you please be able to help me find a jio centre nearby where i can port my sim to jio?,nearby
36068,what itis been done,casual
36069,visa debit,food
36070,just use the id no,casual
36071,this been done???,casual
36072,hey.,casual
36073,isnt my transaction succesful,casual
36074,but you have typed my name wrongly,food
36075,helo i asked query,casual
36076,actually would u late me know 1 more thing if u don't mind,casual
36077,great! thank you,casual
36078,as in i need bank of america andheri branch number,nearby
36079,are u robo,casual
36080,i am very angry at you guys,casual
36081,btw same to you,casual
36082,ande ka fanda,other
36083,remind me on 9th march 8 am to attend meeting by shivam,reminders
36084,please revert my cash back asap..,food
36085,mr...hardik,casual
36086,thanks dear.,casual
36087,i want to make credit card payment,food
36088,ok thanks,casual
36089,thanks reshma,casual
36090,bapu dham,travel
36091,thanks alot :),casual
36092,tq 4 ur service mam,casual
36093,okyy,casual
36094,call at 1 pm today to fill my goal sheet,reminders
36095,pati fauj me aur biwi mauj me,casual
36096,no need now,casual
36097,that's all thank you..,casual
36098,n say,casual
36099,hey shruti,casual
36100,no thanks it was sent by mistake,casual
36101,the payment didn't go through,recharge
36102,hi pooja☺,casual
36103,thats an error please ignore,casual
36104,"then y did u gave a commitment of 48 hrs ?,?",recharge
36105,kkk tnqqqq madam,casual
36106,yoo,casual
36107,sex,other
36108,call on this number : 078752 19197,reminders
36109,i need help with cctv service. do you have any contact point near and around salt lake,nearby
36110,hey nishant,casual
36111,yaa sure vanisha,casual
36112,i have few questions in my mind,casual
36113,show me new trending games or apps,reminders
36114,mood off yaar,casual
36115,sry it's not help full,casual
36116,jh,other
36117,any offer going,recharge
36118,i have micro oven,support
36119,in trichirapalli dt. samayapuram maniamma temple opening timings needed. pl. help me,nearby
36120,hiiii sneha,casual
36121,can you sort out on the basis of timing- plays starting after 7 pm today language english hindi hindustani,other
36122,thanks again lot,casual
36123,yrs,casual
36124,live score..?,nearby
36125,hope you have provided,casual
36126,no after some time,casual
36127,learn saxophone,other
36128,sorry when i need your help i'll message you,casual
36129,no its not ready,casual
36130,fast reply,casual
36131,jiii,casual
36132,ok ankita,casual
36133,can u help me in that,casual
36134,so u can close that request,casual
36135,rent payment,other
36136,*me,casual
36137,hi milvika how r u,casual
36138,where,casual
36139,its only for me,casual
36140,explore,casual
36141,i share haptick,casual
36142,hy i need ekart contact number near my location,nearby
36143,i miss you 🙈,casual
36144,hi helf,casual
36145,no sry on 2,support
36146,i have pulled it out,casual
36147,ok i will let you know,casual
36148,what is u r mothertong (language),other
36149,nirnkari school k bagal m,casual
36150,how to protect right click desktop background,other
36151,this is regarding address proof for ashar camp,nearby
36152,talk for tax issue of celler,other
36153,no i dont have any more for today,casual
36154,hey i changed my mind thanks for help,casual
36155,ok... tq,casual
36156,hello naresh.......,casual
36157,good evening puneet,casual
36158,horoscope?,casual
36159,hey melissa,casual
36160,which has cash,nearby
36161,k bye thanks,casual
36162,just answer to my question,casual
36163,thank you sneha 😊,casual
36164,kuch offer hai kya?,food
36165,yes thanx,casual
36166,ok give me ur pic or profile,other
36167,plz help,casual
36168,tnxs,casual
36169,i am waiting for your response,casual
36170,i want to avail,food
36171,how many days are there in a year,casual
36172,vhdjj,casual
36173,please cancel above reminder,reminders
36174,yees ty,casual
36175,how's u,casual
36176,sorry... by,casual
36177,how many times can i avail this offer?,food
36178,can u suggest cctv camera dealers in hyderabad,nearby
36179,i will definitely write a feedback regarding this....,casual
36180,maybe later,casual
36181,http://www.rightflorist.in/bangalore/products.asp?pcat=1&pcid=1,other
36182,once i need surely i will text u,casual
36183,....,other
36184,how i earn in this app ?,other
36185,10% will also do,other
36186,i wanna book,food
36187,in advance,casual
36188,i didnt get money for sharing dis app,food
36189,hello! i am looking to buy a table fan. can u provide me the details of fan sellers near my area?,nearby
36190,sorry i m confused,casual
36191,wr r u ????,casual
36192,how do you look like?,casual
36193,reminder is not working,reminders
36194,i have a doubt hardik,casual
36195,oh sorry i just cross checked,casual
36196,go,casual
36197,o hello...,casual
36198,can i ask you about my relationship stuff..jst normal questions,other
36199,send the images,casual
36200,yes it's the prime membership subscription,recharge
36201,gr8...thanks,casual
36202,where is the flatse rentals service available,other
36203,chirala,travel
36204,news,other
36205,tqqqq soo much dear,casual
36206,how are you mam good evening,casual
36207,actually i am at my uncles place .... away from pune,casual
36208,can u plz stop this conversation .....and so i m go to sleep😂,casual
36209,no wait,casual
36210,two,food
36211,hey no. the timing couldn't match hence it got canceled,reminders
36212,hope less app,casual
36213,can you please send me the notes,reminders
36214,hindustan payment,recharge
36215,yrr,casual
36216,want help,casual
36217,hi samiksha....,casual
36218,after selecting account n confirming the payment.. session gets expired everytime,casual
36219,okye..,casual
36220,thanks a lot vanisha.,casual
36221,below 10 years kids are allowed,food
36222,because you are my boy friend,casual
36223,i need to make credit card payment,casual
36224,thaxx for ur valuable reply,casual
36225,not fair,casual
36226,transaction was not successful!,recharge
36227,i need to see ebi,nearby
36228,yo too take care,casual
36229,welcome.,casual
36230,hey david,casual
36231,busy right now catch you later,casual
36232,sry i don't need,casual
36233,i dont know about that,casual
36234,no. not now,casual
36235,pn mane order karta nathi awadatu,food
36236,i don't know - how to use,casual
36237,i just want to know wow app earning is it true or fake,other
36238,ye aaps me acaunt kese banana he,casual
36239,who can decrease the space on hard disks by duplicating files,nearby
36240,can you help me with,casual
36241,oh...hi renuka,casual
36242,what else can you do?,casual
36243,gokavaram,travel
36244,hi yash my name is also yash,casual
36245,why??,casual
36246,i dont know,casual
36247,n check there rates too.... try to get a prime location like cantonment or sigra,travel
36248,thanks good night,casual
36249,today also i face the same issue,casual
36250,do you know about the new app veute,casual
36251,i was just trying this app for the first time.,casual
36252,kennedy's menu,food
36253,hai saumya good morning,casual
36254,lets talk,casual
36255,sure thanks a lot . take care,casual
36256,to send a message to rakesh kumar,casual
36257,you're welcome.,casual
36258,wtf?,casual
36259,give me company number,other
36260,good to hear,casual
36261,sureee,casual
36262,ok mam,casual
36263,u r so sweet ty....for talking to me....😊,casual
36264,how much time i have to wait,casual
36265,i'm asking about your app system,casual
36266,me*,casual
36267,yes manal... thank u....,casual
36268,yes i would like to proceed,food
36269,uninstalling,casual
36270,ur sneha,casual
36271,i already raised this concern with vikas also..,casual
36272,what is the rate of single person,food
36273,bus ek mare baat karne wale munh par apna haathu rakh do,other
36274,bbyeeee,casual
36275,how are you mr ronak,casual
36276,ji dhanyavad,casual
36277,yess,casual
36278,i will snd u latter im outside,casual
36279,anjali,casual
36280,anyone there,casual
36281,u hv stil not gvn me detaild,casual
36282,me discuss with family,casual
36283,hw are you,casual
36284,hi samiksha,casual
36285,sir....,casual
36286,thank you :),casual
36287,where i will get coupon code,food
36288,ooj,casual
36289,thanks and bye,casual
36290,i was just checking,casual
36291,hello hasan..how r you,casual
36292,☺️😴,casual
36293,got ready,casual
36294,can you please read what i have typed,casual
36295,sorry clicked by mistake,casual
36296,have u seen the image,casual
36297,passenger sirsa to delhi,travel
36298,why false assurances then,casual
36299,thanks for the info nishant...,casual
36300,12 pm is fine,reminders
36301,which one is best,casual
36302,do this now,casual
36303,ummm no,casual
36304,it's over,casual
36305,is that possible?,casual
36306,please give me the reply of my above queries,casual
36307,i need job,other
36308,good service i like this app,casual
36309,i wanna ask 1 more thing,casual
36310,water,reminders
36311,sometimes i think you are a computer that's reply,casual
36312,no i don't want,casual
36313,"hey, so sorry it was clicked by mistake",casual
36314,will let you know if i need assistance,casual
36315,deepesh i have a query,casual
36316,good morning sir,casual
36317,show me previous results,casual
36318,a date with you,casual
36319,msy b,casual
36320,i dont need it nymore,casual
36321,what,casual
36322,mr wasim,casual
36323,k samiksha,casual
36324,about the pay,food
36325,just had,casual
36326,have in any other flavors,food
36327,anyone is there,casual
36328,hey i need were i can get a earphone rubbers in online,other
36329,yo sweet heart,casual
36330,what is your full name??,casual
36331,whan diwali fastiwal,nearby
36332,hi pankaj,casual
36333,i can't icici,nearby
36334,why so,casual
36335,army gotta cost,food
36336,i already given u...,casual
36337,have got a meeting at elegance on tuesday at 8 pm,reminders
36338,ohh sorry,casual
36339,thanq,casual
36340,what is the use of end?,casual
36341,no.thnx,casual
36342,another option,nearby
36343,i am trying to register for samsung pay but it keeps telling me to fill valid samsung user name id,other
36344,ttul,casual
36345,2,food
36346,no idnot,casual
36347,"yes, all done",casual
36348,no coupons?,food
36349,good aftrnon,casual
36350,i will wait,casual
36351,are you machine or real life person,casual
36352,hoo k tq,casual
36353,anjali anjali anjaliii,casual
36354,10 mins,food
36355,hai baby,casual
36356,k love u deepti bye,casual
36357,are you guys real people or some machines,casual
36358,thanks you to,casual
36359,how much ???,casual
36360,just please confirm the address,nearby
36361,bajaj finserv cd scheme chart plz,other
36362,took,casual
36363,it's saying invalid amount,recharge
36364,i'll tell you later...,casual
36365,no sakshi,casual
36366,hi avinash,casual
36367,am i eligible for cash back coupon code?,food
36368,wil let u knw,casual
36369,ya. sure,casual
36370,all days,reminders
36371,faltu,casual
36372,ur,casual
36373,okay. i'll inform later,reminders
36374,neeed fon d bro,casual
36375,i have one question,casual
36376,good morning ji,casual
36377,nothing yet,casual
36378,did you understood what i m trying to you?,casual
36379,we had words in morning,casual
36380,hi their,casual
36381,and yes please do update me..,casual
36382,sure ❤,casual
36383,if get bored . can i have someone who can make me feel good. 😊,casual
36384,water drinking,reminders
36385,will u pls help me with the menu card of macdonalds,food
36386,no i will never pay using haptik,casual
36387,thank you,casual
36388,just want to enquire one thng,casual
36389,thanks buddy,casual
36390,very nice,casual
36391,good night!,casual
36392,how much cost...,food
36393,ok please send details,other
36394,special.8,other
36395,tk,casual
36396,how should i do that,casual
36397,hyderabad,food
36398,any cash back???,recharge
36399,kya rate hai per night,travel
36400,sneha,casual
36401,sorry dude,casual
36402,no. not now. but thanks for asking,casual
36403,mitrama,casual
36404,don't u understand wat i want ir u don't read my mags?,casual
36405,thanq for your response,casual
36406,what ???,casual
36407,sorry saif had to cancel the plan..,casual
36408,how much time it will take,casual
36409,so,casual
36410,pls tell food with good cholesterol,other
36411,okay fcker,casual
36412,visakapatinam,food
36413,oh.. sorry... hope im not disturbing you,casual
36414,forget it,casual
36415,my cash back,recharge
36416,cqn i get pffers,food
36417,i didn't receive any call,reminders
36418,nettoor,travel
36419,ya i got that,casual
36420,thank u soham,casual
36421,but i am not sure that i can make it...,casual
36422,thanks for today ..will let you know tommorow,casual
36423,map alkali brts root,nearby
36424,thnk you,casual
36425,i have texted you this morning also,casual
36426,sure will let u know,casual
36427,send marketing answers sankrit samasalu study,other
36428,thanks anjli,casual
36429,i want number,nearby
36430,agar hamen kisi wallpaper ka background change karna hai toh kaun sa app download karen hun,other
36431,oh m sry.,casual
36432,i am changing my pic up. location,recharge
36433,😘😘,casual
36434,i stay in padmanabh nagar,food
36435,please add it on my google calendar,reminders
36436,i logged in for future,casual
36437,is there any option available in(on) your application by which i can get this thing done?,other
36438,again it'll take 90 days?,other
36439,hello how are u,casual
36440,hii khushboo,casual
36441,kya mujhe hr bar feedback dena padega😕,casual
36442,till when is it open,casual
36443,but i am alone right now. first let me find someone who can go with me.,casual
36444,any update please ?,casual
36445,goa ke casino ka ret bata sakti ho kya,travel
36446,want to postpone tomorrow,casual
36447,hi ankita,casual
36448,sorry by mistake chick,casual
36449,can i know the number plate design software name,other
36450,yeah sure. thank you,casual
36451,tx,casual
36452,hi umang,casual
36453,any other options,casual
36454,baby,casual
36455,nothing for now,casual
36456,can you put another one?,reminders
36457,hey is this confirm yet or not??,travel
36458,thanks😉,casual
36459,25c,travel
36460,am i eligible for cashback,recharge
36461,7869,casual
36462,ok see u later,casual
36463,i can check for 128 gb,other
36464,send pdf on my email,travel
36465,1800 to 0000,other
36466,i'll try later.,casual
36467,shruti can you please tell me ifsc code of panjab national bank market yard satara,nearby
36468,where is my cash back?,recharge
36469,my name is periyasamy n,casual
36470,where i can shop,other
36471,tonight 10:30 pm,food
36472,pleaae prefer non stop !!!,travel
36473,tarak mehta ki death ho gyi kya,nearby
36474,"oh, thanks :)",casual
36475,can u help me with cooking,nearby
36476,i want to print an image in big size,other
36477,see this screenshot,casual
36478,sorry i done,casual
36479,i didn't get,casual
36480,hey u there,casual
36481,nashik bluedart office address,nearby
36482,gm,casual
36483,it's not the answer of my question,casual
36484,i think i say only friend & its not spam mam,other
36485,ohk,casual
36486,sure.. there is no problem.. with that,casual
36487,later on,casual
36488,you looking beautiful,casual
36489,fir hu gi,casual
36490,no alright,casual
36491,no thanks later pls,casual
36492,in kollam,food
36493,your list didn't have other appliances,support
36494,right now,reminders
36495,aap kha se ho,other
36496,thanks so much,casual
36497,business,travel
36498,hi ma'am,casual
36499,do you guys book?,food
36500,wts the price,casual
36501,i got a message with a coupon code last week,recharge
36502,resume,casual
36503,k thanks,casual
36504,monday home test drive low college road,other
36505,same one given above.,casual
36506,when sachin tendulkar's biopic is releasing?,movies
36507,at what time you leave?,other
36508,yas,casual
36509,i am sorry....i went offline fr a moment,casual
36510,can i keep some electronic items in my suitcase?,travel
36511,hii shreya,casual
36512,but who are you,casual
36513,i have queries,casual
36514,same attack,other
36515,hi gloria,casual
36516,nup,casual
36517,hey hardik.. check d status again,food
36518,ji thank youuu verry much ..💌💌,casual
36519,ah got it,casual
36520,do you also suggest frnds near by me????,other
36521,i want learn english,nearby
36522,tq for helping me,casual
36523,wi-fi please,nearby
36524,koi bat nhi,casual
36525,pls cancel the order....,food
36526,i don't know you tell me,casual
36527,how are you dear,casual
36528,then why should i use this app,casual
36529,thank you,casual
36530,can u kindly help me reaching out to dem?,other
36531,okkk,casual
36532,what all can you do ??,casual
36533,sorry nalini,casual
36534,no i am good thanks,casual
36535,do u know rajesh?,casual
36536,please can u send contact no of nucleus mall belgaum,other
36537,laukhi,travel
36538,u just pranked me,food
36539,one thing,casual
36540,jasmine james porn video please,other
36541,no thank you..😊,casual
36542,gre,casual
36543,thnq so much😘,casual
36544,can u plse advice how to search for resorts in araku,travel
36545,ok ty archana,casual
36546,this one is different,casual
36547,paytm offer,nearby
36548,2nd,travel
36549,i have some haptik wallet amount,casual
36550,thanx a lot,casual
36551,yeah...but not now,casual
36552,all delete,casual
36553,jinna,nearby
36554,thanks but not now,casual
36555,how can u forget,reminders
36556,lyer,casual
36557,dont have,casual
36558,oyi,casual
36559,wat is the problem,casual
36560,how does it works?,other
36561,will i get discount if i pay in cash,casual
36562,i need to hire a car 3 days,nearby
36563,icici platinum credit card,nearby
36564,all day,casual
36565,no thanka,casual
36566,can u suggest me good tuition academy names,other
36567,are you coming with me,casual
36568,thanq sneha,casual
36569,yeah but how,casual
36570,means i can chat casually also?,other
36571,nooo...,casual
36572,technical information kise puche ? matalan kid assistant ko?,casual
36573,ec,casual
36574,https://www.nearbuy.com/offer/mumbai/andheri-west-mumbai/hard-rock-caf-26163/26163,food
36575,we want...,casual
36576,i need to book gas,nearby
36577,can u check my flight status,travel
36578,same to u,casual
36579,thanx...not now,casual
36580,i want with confirm,travel
36581,i want to know somthing can u help me,casual
36582,no need! thanks a ton!,casual
36583,wake me at 12:13,reminders
36584,ur no,casual
36585,ohh nice,casual
36586,thank you very much sachin,casual
36587,just give me some time will let us know,other
36588,pranay,casual
36589,since this is important,casual
36590,cash on delivery options is not available,food
36591,4/16/2017,travel
36592,"yes, please!",casual
36593,i ball hd 6 phone supports otg .?,other
36594,:d,casual
36595,you can complete,casual
36596,"that's it,thank you",casual
36597,i asked you about the cost no need of this stuff,food
36598,save100 isn't applicable for me😢,recharge
36599,thank u lot,casual
36600,cashback,food
36601,ok thnks,casual
36602,do u charge me for this?,casual
36603,can you please answer me first?(if you are a human),other
36604,"as of now, nothing.",casual
36605,i don't get cash back for this ride,travel
36606,any more choices?,casual
36607,i want to part time job in restaurant,other
36608,yes babes,casual
36609,take ur time :),casual
36610,if you don't tell me,casual
36611,drill machine of lowest rate,other
36612,u had asked for 48 hrs,casual
36613,any job,other
36614,night,casual
36615,kk...thank u..,casual
36616,"if i want to share my feeling with you ,how can i share...?? 😉",other
36617,great. thanks. i actually do.,casual
36618,no no...i need to ask you first...else i have to file a single application before consumer forum only,nearby
36619,next week,casual
36620,"haptik introduces a special insurance category! for a limited time, play our exclusive quizzes to know your health and finance scores :) i got this message ... where are quizzes ?",other
36621,let's rebook,travel
36622,i am finish,casual
36623,tomorrow cricket match westindes and england match coming on tv or not,nearby
36624,epiphany school pune enquiry number,nearby
36625,i had one,casual
36626,ok tq,casual
36627,"ok, let me try",casual
36628,m already dead!,other
36629,i cant understand,casual
36630,with you?,casual
36631,sm more,casual
36632,no bye mistake,casual
36633,how much time will be required.,food
36634,hiee,casual
36635,this is a wrong thing,casual
36636,"its okay, i will have to talk to my friends, actually we are planning for a vacation.",travel
36637,live match score,nearby
36638,ka be,casual
36639,dj events,nearby
36640,k no,casual
36641,kk no need good bye nd gud nit,casual
36642,bye anjali,casual
36643,nope thankyou,casual
36644,nopes am good.. thanks for asking,casual
36645,new search,casual
36646,what if i do not want to go anywhere?,casual
36647,plaza hall me kon si movie lgi h avi,movies
36648,sorry by mistake have selected,reminders
36649,jii,casual
36650,nope.. thank u for ur help,casual
36651,kesingadh (orisa),travel
36652,no... did not,casual
36653,how many real roots are there for quadratic equation,other
36654,what's your name??,casual
36655,thanks for screening the information,casual
36656,no problem,casual
36657,sorry to disturb you,casual
36658,landmark after 12 pm.,food
36659,not harish,casual
36660,yes i need an another job in online with payment,other
36661,thank you shruti,casual
36662,good.,casual
36663,cheapest,food
36664,ok sorry dear,casual
36665,a week,travel
36666,can i know where is it,travel
36667,gloria,casual
36668,koi naya channel aya kya,casual
36669,tell u later,casual
36670,is it safe,casual
36671,no sandeep sir ...,casual
36672,you can shiba sir,casual
36673,is there any shop in dharavi who make leather shoes?,nearby
36674,is it ok,casual
36675,oh ok,casual
36676,message me now,casual
36677,where from you?,casual
36678,i want motivational stories or sites,nearby
36679,payment method i want paytm.,food
36680,i dnt get notifications anywyas,reminders
36681,can you find a brand new automatic washing machine,other
36682,can find for me for true love application,nearby
36683,suggest me some good games available in play store,other
36684,not now.,casual
36685,gloria,casual
36686,which phone should i buy,other
36687,lv,casual
36688,r u a human...or these are system generated message...,casual
36689,can't able to edit,reminders
36690,how to login and access your gmail account in windows phone-8.1?,other
36691,no i dont want it,casual
36692,hey u can u give the mnc in western,other
36693,archana,casual
36694,what the fuck,casual
36695,thank you😊,casual
36696,heya,casual
36697,details about vehicle.,other
36698,"hi, ok",casual
36699,hi friend,casual
36700,hiiio,casual
36701,hi there,casual
36702,thaanks,casual
36703,haat,casual
36704,how to apply pan card,nearby
36705,thanks taken,casual
36706,renewal of bike insurance,other
36707,sorry by mistake,casual
36708,poor services👍,casual
36709,call me immediately,other
36710,"hey , can u find me a some quote for whatsapp status ?{task}",other
36711,hiii dude,casual
36712,nd thanks,casual
36713,what is the formula of arithmetic mean?,casual
36714,refund is initiated on 22st of feb,recharge
36715,no thanks a ton,casual
36716,hyy,casual
36717,hello umang give me reply it's urgent,casual
36718,thx i will use it,casual
36719,y no response,casual
36720,any other medical store,nearby
36721,"paaji,, big fan of ur's,,, david beckham",other
36722,american express,recharge
36723,can i request you one thing?,casual
36724,a lot,casual
36725,thnkuuuu,casual
36726,dasari,travel
36727,sorry send by mistake..,casual
36728,i need a honda bike service center where my bike can get repaired but somebody needs to pick up from hal area,nearby
36729,oh k thanks,casual
36730,tell in hindi 😢,casual
36731,i need instagram followers,other
36732,m i lying ?,casual
36733,good night now,casual
36734,andheri,food
36735,nice,casual
36736,electronic component shop,nearby
36737,hyyyy,casual
36738,hey i want to buy headphones,other
36739,ht,casual
36740,just exploring the app,casual
36741,hi paddu ..,casual
36742,tell,casual
36743,okay...,casual
36744,do you take that up,casual
36745,i don't want to book anything for now,travel
36746,anything else !??,casual
36747,daman,travel
36748,kk dne,casual
36749,thanks again,casual
36750,park near my place,nearby
36751,"quick, very fast",casual
36752,r u real person or robot?,casual
36753,still more,nearby
36754,could you please tell me right address,food
36755,dont,casual
36756,hi......,casual
36757,are u a guilder for me in this app,casual
36758,ek mob. no 9129692058 hai iska location bata sakte hai,other
36759,i need to send photos of stock to jeet bhai,other
36760,no...thanks,casual
36761,please update me soom,casual
36762,hii anjali,casual
36763,same as above,casual
36764,super pranay,casual
36765,loving haptik and you guys as well awesome app,casual
36766,if i will take ride how wud i pay u,travel
36767,it got cancelled by mistake,reminders
36768,namaste,casual
36769,we are done. thanks,casual
36770,is there any reward point for this transaction,recharge
36771,hye varsha,casual
36772,send me the no of supplier retailer of road cutter machine..,nearby
36773,you have already responded,casual
36774,where is the headquarter of haptic is in india or not,casual
36775,time is not fixed right now,casual
36776,salut comment ca va,casual
36777,the payment has not been deducted from paytm,food
36778,plz chq available,casual
36779,oho,casual
36780,hey thank you for reminding.,reminders
36781,not needed just i'm checking the app as of nw,casual
36782,what is the payment method closed?,food
36783,only in the day time,reminders
36784,for payment,travel
36785,body,casual
36786,btw are you a robot,casual
36787,nt today,casual
36788,k.. thanks!,casual
36789,sorry mistakenly typed,casual
36790,any offer.?,recharge
36791,any sorry for inconvenience,casual
36792,i will book latee,travel
36793,i don't have much time ma'am.,casual
36794,oh anjali g i am always free for u,casual
36795,oma,casual
36796,nope .. thanks,casual
36797,thanx ill do it later,casual
36798,thank you so much,casual
36799,budget ones.. a bit cheaper,food
36800,any offer in kerala??,travel
36801,why not,casual
36802,r u from tamil nadu,other
36803,for x-ray,nearby
36804,are you shilpa with whom i talked some time back?,casual
36805,i didnt sleep,casual
36806,☺,casual
36807,not 5,reminders
36808,same**,casual
36809,hi can you help me?,casual
36810,oops there's a mistake there,casual
36811,at alipurduar,food
36812,specially for ur quick response ..and nature of talking,casual
36813,what type of job your company give,casual
36814,hindi dubbed,casual
36815,be back,casual
36816,yoo done,casual
36817,thanks wish u d same,casual
36818,vipul can you also say horoscopes,other
36819,it is almost 12 45,casual
36820,sure saif thanks,casual
36821,bbbye,casual
36822,who is sunny leone,movies
36823,sry memm.,casual
36824,for now this is good enough ! thank you !!,casual
36825,i need a little hel,casual
36826,i have a complaint with sbi,nearby
36827,someone there?,casual
36828,i need an information other than this remainders can u please help me with that,reminders
36829,thankq,casual
36830,hello reshma...,casual
36831,u getting or not,casual
36832,tell me fast,nearby
36833,for lose weight,other
36834,k i will try after sometimes bcs my data is low,casual
36835,actually got to make an urgent call,casual
36836,can u send a video clip of 14 weeks pregnancy inside the mother's womb..,other
36837,*what,casual
36838,"i would like to cancel my to-do: reliance mobile bill payment. for tue, 07 march at 11:00 am { reminder_list: 414929, user_id: 1495369, task_name: to_do, offset: 0, api_name: exotel }",reminders
36839,can you help me with that?,casual
36840,i need to buy headphones yaar,other
36841,"ok no problem, thank you",casual
36842,no thnk u,casual
36843,thanks vipul,casual
36844,live,casual
36845,merci beacoup monsieur,other
36846,thanks mohit sir,casual
36847,btw.. are you free?,casual
36848,valluvarkottam,travel
36849,gud evening,casual
36850,today 10.30 am,support
36851,i wanted to know j7 2016 edition display price,other
36852,goodbye and take care good night,casual
36853,how do i logout of haptic from this mobile,casual
36854,good morning baby,casual
36855,it was mistaken,casual
36856,s neka,casual
36857,haha,casual
36858,hii khusboo,casual
36859,modify todo,reminders
36860,ok thanks reshma,casual
36861,i want to cancel a ticket,travel
36862,send me promo code,recharge
36863,okay... thanks,casual
36864,grt work,casual
36865,oi,casual
36866,is it safe to save card details on haptic,casual
36867,thanks so much! :),casual
36868,you look so gorgeous,casual
36869,jubli bus stand to lifestyle bulding how much cost,travel
36870,when do i get cash back,food
36871,hlo,casual
36872,so tonight,other
36873,barth,travel
36874,tk...u,casual
36875,i need to talk to cc,casual
36876,thankx for that p,casual
36877,k tq,casual
36878,ok thanks i need this a picture type,casual
36879,two wheeler spare shop,nearby
36880,hi saumya..,casual
36881,give me sometime will check and let you know,casual
36882,okay thanks,casual
36883,i need 15 such name and contact numbers,other
36884,other than this,casual
36885,yes sir,casual
36886,where is ankita?,casual
36887,ok cool,casual
36888,thanks 🙏,casual
36889,thanks_to miss ...,casual
36890,do u know hinglish,casual
36891,r u my pa,casual
36892,thanks........,casual
36893,thankyou so much rahul good night,casual
36894,hi can you call me.,casual
36895,only,casual
36896,bye vanisha,casual
36897,m not able to see pics,casual
36898,thank you raunak,casual
36899,yeah thankq,casual
36900,do i need to keep my internet on?,reminders
36901,it says under process,casual
36902,kittugadu unnadu jagartha,casual
36903,hi i hve one,casual
36904,thanks for the info,casual
36905,check prakash paper,reminders
36906,can you assist me,casual
36907,udhishtir head phone,other
36908,i want some time to think,casual
36909,didn't got it's success message,casual
36910,muxh,casual
36911,or off?,casual
36912,ohh.. so sorry..,casual
36913,"if you message me one more time , i will uninstall the fucking app",casual
36914,if you don't mind can i ask,casual
36915,hi hasan,casual
36916,i wil catch u later,casual
36917,thank u for details,casual
36918,kitpah5013,casual
36919,it is already 9,casual
36920,female to male with happy ending,support
36921,ok what do i need to tell you,casual
36922,i want to join your haptic group,other
36923,oh tnx,casual
36924,thanks samikaha,casual
36925,2,food
36926,isn't it searching nearby ?...,nearby
36927,weather,other
36928,😃no sir.. thanks for askin,casual
36929,please leave,casual
36930,in which category i can ask something abt my laptop n smartphone,other
36931,top rated,food
36932,balance not receive,recharge
36933,holi,casual
36934,do you know anything website which can help me?,other
36935,you are from mumbai only ?,other
36936,yaah n thank u..,casual
36937,are you sleeping,casual
36938,100,recharge
36939,best discount,food
36940,what this,casual
36941,where is shruti,casual
36942,can u pls check our order pls,food
36943,i did received conformation from the operator.,recharge
36944,from start,casual
36945,what is your full name?,other
36946,can you sync with facebook,other
36947,hi muje janna tha lakshmipathi balaji kon the,nearby
36948,yes.. i need,casual
36949,some no,food
36950,1 sec,casual
