movie_title,director_name,color,duration,actor_1_name,language,country,title_year
Trapeze,Carol Reed,Color,105,Gina Lollobrigida,English,USA,1956
Saving Grace,,Color,60,Holly Hunter,English,USA,
The Kids Are All Right,Lisa Cholodenko,Color,106,Josh Hutcherson,English,USA,2010
They Live,John Carpenter,Color,93,Meg Foster,English,USA,1988
The Great Escape,John Sturges,Color,172,James Coburn,English,USA,1963
What the #$*! Do We (K)now!?,William Arntz, Black and White,109,Marlee Matlin,English,USA,2004
The Last Exorcism Part II,Ed Gass-Donnelly,Color,93,Muse Watson,English,France,2013
Boyhood,Richard Linklater,Color,165,Ellar Coltrane,English,USA,2014
Scoop,Woody Allen,Color,96,Scarlett Johansson,English,UK,2006
Planet of the Apes,Tim Burton,Color,119,Cary-Hiroyuki Tagawa,English,USA,2001
The Wash,DJ Pooh,Color,93,Angell Conwell,English,USA,2001
3 Strikes,DJ Pooh,Color,82,Mo'Nique,English,USA,2000
The Cooler,Wayne Kramer,Color,101,Estella Warren,English,USA,2003
The Misfits,John Huston, Black and White,120,Montgomery Clift,English,USA,1961
The Night Listener,Patrick Stettner,Color,81,Robin Williams,English,USA,2006
The Jerky Boys,James Melkonian,Color,82,Vincent Pastore,English,USA,1995
My Soul to Take,Wes Craven,Color,107,Frank Grillo,English,USA,2010
The Orphanage,J.A. Bayona,Color,105,Geraldine Chaplin,Spanish,Spain,2007
A Haunted House 2,Michael Tiddes,Color,86,Ashley Rickards,English,USA,2014
The Rules of Attraction,Roger Avary,Color,110,Ian Somerhalder,English,USA,2002
Topaz,Alfred Hitchcock,Color,127,Roscoe Lee Browne,English,USA,1969
Let's Go to Prison,Bob Odenkirk,Color,90,Dylan Baker,English,USA,2006
Four Rooms,Allison Anders,Color,110,Salma Hayek,English,USA,1995
Secretary,Steven Shainberg,Color,104,Jeremy Davies,English,USA,2002
The Real Cancun,Rick de Oliveira,Color,96,Laura Ramsey,English,USA,2003
Talk Radio,Oliver Stone,Color,110,Michael Wincott,English,USA,1988
Waiting for Guffman,Christopher Guest,Color,84,Catherine O'Hara,English,USA,1996
Love Stinks,Jeff Franklin,Color,94,Ivana Milicevic,English,USA,1999
You Kill Me,John Dahl,Color,93,Philip Baker Hall,English,USA,2007
Thumbsucker,Mike Mills,Color,96,Kelli Garner,English,USA,2005
Red State,Kevin Smith,Color,88,Anna Gunn,English,USA,2011
Mirrormask,Dave McKean,Color,101,Stephanie Leonidas,English,UK,2005
Samsara,Ron Fricke,Color,102,Collin Alfredo St. Dic,None,USA,2011
The Barbarians,Ruggero Deodato,Color,87,Michael Berryman,English,USA,1987
The Art of Getting By,Gavin Wiesen,Color,83,Michael Angarano,English,USA,2011
Zipper,Mora Stephens,Color,103,Ray Winstone,English,USA,2015
Poolhall Junkies,Mars Callahan,Color,99,Chazz Palminteri,English,USA,2002
The Loss of Sexual Innocence,Mike Figgis,Color,106,Kelly Macdonald,English,USA,1999
Holy Motors,Leos Carax,Color,115,Kylie Minogue,French,France,2012
Joe,David Gordon Green,Color,117,Nicolas Cage,English,USA,2013
Shooting Fish,Stefan Schwartz,Color,99,Peter McNamara,English,UK,1997
Prison,Renny Harlin,Color,102,Viggo Mortensen,English,USA,1987
Psycho Beach Party,Robert Lee King,Color,85,Lauren Ambrose,English,Australia,2000
The Big Tease,Kevin Allen,Color,86,Craig Ferguson,English,UK,1999
Trust,David Schwimmer,Color,106,Noah Emmerich,English,USA,2010
An Everlasting Piece,Barry Levinson,Color,103,Anna Friel,English,USA,2000
Among Giants,Sam Miller,Color,93,Rachel Griffiths,English,UK,1998
Adore,Anne Fontaine,Color,112,Robin Wright,English,Australia,2013
The Velocity of Gary,Dan Ireland,Color,100,Salma Hayek,English,USA,1998
Mondays in the Sun,Fernando León de Aranoa,Color,113,Luis Tosar,Spanish,Spain,2002
Stake Land,Jim Mickle,Color,98,Connor Paolo,English,USA,2010
Sonny with a Chance,,Color,23,Doug Brochu,English,USA,
The Last Time I Committed Suicide,Stephen Kay,Color,92,Keanu Reeves,English,USA,1997
Futuro Beach,Karim Aïnouz,Color,106,Wagner Moura,Portuguese,Brazil,2014
Another Happy Day,Sam Levinson,Color,119,George Kennedy,English,USA,2011
A Lonely Place to Die,Julian Gilbey,Color,99,Ed Speleers,English,UK,2011
Nothing,Vincenzo Natali,Color,90,David Hewlett,English,Canada,2003
The Geographer Drank His Globe Away,Aleksandr Veledinskiy,Color,120,Konstantin Khabenskiy,Russian,Russia,2013
1776,Peter H. Hunt,Color,168,Blythe Danner,English,USA,1972
Inescapable,Ruba Nadda,Color,93,Saad Siddiqui,English,Canada,2012
Hell's Angels,Howard Hughes, Black and White,96,Jean Harlow,English,USA,1930
Purple Violets,Edward Burns,Color,103,Debra Messing,English,USA,2007
The Veil,Phil Joanou,Color,93,Lily Rabe,English,USA,2016
The Loved Ones,Sean Byrne,Color,84,Robin McLeavy,English,Australia,2009
No Vacancy,Chris Stokes,Color,81,Kristen Quintrall,English,USA,2012
How to Fall in Love,Mark Griffiths,Color,84,Eric Mabius,English,USA,2012
The Perfect Wave,Bruce Macdonald,Color,94,Rachel Hendrix,English,South Africa,2014
Ben-Hur,Timur Bekmambetov,Color,141,Morgan Freeman,English,USA,2016
A Man for All Seasons,Fred Zinnemann,Color,120,Robert Shaw,English,UK,1966
Network,Sidney Lumet,Color,121,Robert Duvall,English,USA,1976
Gone with the Wind,Victor Fleming,Color,226,Hattie McDaniel,English,USA,1939
Desert Dancer,Richard Raymond,Color,104,Tom Cullen,English,UK,2014
Major Dundee,Sam Peckinpah,Color,152,James Coburn,English,USA,1965
Down for Life,Alan Jacobs,Color,92,Snoop Dogg,English,USA,2009
Annie Get Your Gun,George Sidney,Color,107,Keenan Wynn,English,USA,1950
Four Lions,Christopher Morris,Color,97,Kayvan Novak,English,UK,2010
House of Sand,Andrucha Waddington,Color,115,Fernanda Montenegro,Portuguese,Brazil,2005
Defendor,Peter Stebbings,Color,95,Michael Kelly,English,Canada,2009
The Pirate,Vincente Minnelli,Color,102,Gladys Cooper,English,USA,1948
The Good Heart,Dagur Kári,Color,99,Alice Olivia Clarke,English,Iceland,2009
The History Boys,Nicholas Hytner,Color,109,Dominic Cooper,English,UK,2006
Unknown,Jaume Collet-Serra,Color,113,Liam Neeson,English,UK,2011
M*A*S*H,,Color,25,David Ogden Stiers,English,USA,
Midnight Cowboy,John Schlesinger, Black and White,113,Brenda Vaccaro,English,USA,1969
The Full Monty,Peter Cattaneo,Color,91,Tom Wilkinson,English,UK,1997
Airplane!,Jim Abrahams,Color,88,Peter Graves,English,USA,1980
Chain of Command,Kevin Carraway,Color,88,Michael Jai White,English,USA,2015
Friday,F. Gary Gray, Black and White,97,Nia Long,English,USA,1995
Menace II Society,Albert Hughes,Color,97,Jada Pinkett Smith,English,USA,1993
Empire,,Color,42,Ta'Rhonda Jones,English,USA,
Creepshow 2,Michael Gornick,Color,85,George Kennedy,English,USA,1987
The Ballad of Cable Hogue,Sam Peckinpah,Color,121,Slim Pickens,English,USA,1970
In Cold Blood,Richard Brooks, Black and White,134,John Forsythe,English,USA,1967
The Nun's Story,Fred Zinnemann,Color,149,Colleen Dewhurst,English,USA,1959
Harper,Jack Smight,Color,121,Janet Leigh,English,USA,1966
Frenzy,Alfred Hitchcock,Color,116,Bernard Cribbins,English,UK,1972
The Witch,Robert Eggers,Color,92,Julian Richings,English,USA,2015
I Got the Hook Up,Michael Martin,Color,93,Joe Estevez,English,USA,1998
She's the One,Edward Burns,Color,96,John Mahoney,English,USA,1996
Gods and Monsters,Bill Condon, Black and White,105,Brendan Fraser,English,USA,1998
The Secret in Their Eyes,Juan José Campanella,Color,129,Ricardo Darín,Spanish,Argentina,2009
Day of the Dead,George A. Romero,Color,87,Greg Nicotero,English,USA,1985
Train,Gideon Raff,Color,94,Gideon Emery,English,USA,2008
Evil Dead II,Sam Raimi,Color,37,Ted Raimi,English,USA,1987
Pootie Tang,Louis C.K.,Color,81,Wanda Sykes,English,USA,2001
Sharknado,Anthony C. Ferrante,Color,97,Ian Ziering,English,USA,2013
La otra conquista,Salvador Carrasco,Color,106,Elpidia Carrillo,Spanish,Mexico,1998
Trollhunter,André Øvredal,Color,103,Otto Jespersen,Norwegian,Norway,2010
Ira & Abby,Robert Cary,Color,101,Frances Conroy,English,USA,2006
The Watch,Akiva Schaffer,Color,102,Will Forte,English,USA,2012
Winter Passing,Adam Rapp,Color,98,Zooey Deschanel,English,USA,2005
D.E.B.S.,Angela Robinson,Color,91,Jordana Brewster,English,USA,2004
The Masked Saint,Warren P. Sonoda,Color,105,Diahann Carroll,English,Canada,2016
The Betrayed,Amanda Gusack,Color,98,Alice Krige,English,USA,2008
Taxman,Avi Nesher,Color,104,Fisher Stevens,English,USA,1998
The Secret,,Color,45,James Nesbitt,English,UK,
2:13,Charles Adelman,Color,96,Teri Polo,English,USA,2009
Time to Choose,Charles Ferguson,Color,100,Jane Goodall,English,USA,2015
In the Name of the King: The Last Job,Uwe Boll,Color,86,Bashar Rahal,English,Canada,2014
Wicked Blood,Mark Young,Color,92,Alexa PenaVega,English,USA,2014
Dawn Patrol,Daniel Petrie Jr.,Color,88,Chris Brochu,English,,2014
Lords of London,Antonio Simoncini,Color,90,Ray Winstone,English,UK,2014
High Anxiety,Mel Brooks,Color,94,Madeline Kahn,English,USA,1977
March of the Penguins,Luc Jacquet,Color,80,Morgan Freeman,French,France,2005
Margin Call,J.C. Chandor,Color,107,Kevin Spacey,English,USA,2011
August,Eldar Rapaport,Color,99,Murray Bartlett,English,USA,2011
Choke,Clark Gregg,Color,92,Anjelica Huston,English,USA,2008
Whiplash,Damien Chazelle,Color,107,J.K. Simmons,English,USA,2014
City of God,Fernando Meirelles,Color,135,Alice Braga,Portuguese,Brazil,2002
Human Traffic,Justin Kerrigan,Color,99,Danny Dyer,English,UK,1999
Day One,Nathan Frankowski,Color,102,Corbin Bleu,English,USA,2012
The Dead Girl,Karen Moncrieff,Color,93,James Franco,English,USA,2006
The Hunt,Thomas Vinterberg,Color,115,Thomas Bo Larsen,Danish,Denmark,2012
A Christmas Story,Bob Clark,Color,94,Zack Ward,English,USA,1983
Bella,Alejandro Monteverde,Color,91,Armando Riesco,English,USA,2006
Class of 1984,Mark L. Lester,Color,98,Roddy McDowall,English,Canada,1982
The Opposite Sex,Jennifer Finnigan,Color,97,Geoff Stults,English,USA,2014
Dreaming of Joseph Lees,Eric Styles,Color,92,Samantha Morton,English,USA,1999
The Class,Laurent Cantet,Color,128,François Bégaudeau,French,France,2008
Rosemary's Baby,Roman Polanski,Color,136,John Cassavetes,English,USA,1968
The Man Who Shot Liberty Valance,John Ford, Black and White,113,Lee Marvin,English,USA,1962
Adam,Max Mayer,Color,99,Peter Gallagher,English,USA,2009
Maria Full of Grace,Joshua Marston,Color,101,Catalina Sandino Moreno,Spanish,Colombia,2004
Beginners,Mike Mills,Color,105,Goran Visnjic,English,USA,2010
Feast,John Gulager,Color,95,Krista Allen,English,USA,2005
Animal House,John Landis,Color,109,John Belushi,English,USA,1978
Goldfinger,Guy Hamilton,Color,110,Honor Blackman,English,UK,1964
Antiviral,Brandon Cronenberg,Color,108,Sarah Gadon,English,Canada,2012
It's a Wonderful Life,Frank Capra,Color,118,Donna Reed,English,USA,1946
Trainspotting,Danny Boyle,Color,94,Kelly Macdonald,English,UK,1996
The Original Kings of Comedy,Spike Lee,Color,115,Bernie Mac,English,USA,2000
Paranormal Activity 2,Tod Williams,Color,98,Sprague Grayden,English,USA,2010
Waking Ned Devine,Kirk Jones,Color,91,James Nesbitt,English,UK,1998
Bowling for Columbine,Michael Moore, Black and White,120,Michael Moore,English,Germany,2002
Coming Home,Yimou Zhang,Color,109,Li Gong,Mandarin,China,2014
A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,Color,87,Clu Gulager,English,USA,1985
A Room with a View,James Ivory,Color,117,Julian Sands,English,UK,1985
The Purge,James DeMonaco,Color,85,Rhys Wakefield,English,USA,2013
Sinister,Scott Derrickson,Color,110,Danielle Kotch,English,USA,2012
Martin Lawrence Live: Runteldat,David Raynr,Color,113,Nancy O'Dell,English,USA,2002
Cat on a Hot Tin Roof,Richard Brooks,Color,108,Burl Ives,English,USA,1958
Beneath the Planet of the Apes,Ted Post,Color,95,Linda Harrison,English,USA,1970
Air Bud,Charles Martin Smith,Color,98,Kevin Zegers,English,USA,1997
Pokémon 3: The Movie,Kunihiko Yuyama,Color,93,Veronica Taylor,Japanese,Japan,2000
Jason Lives: Friday the 13th Part VI,Tom McLoughlin,Color,86,Tony Goldwyn,English,USA,1986
The Bridge on the River Kwai,David Lean,Color,161,William Holden,English,UK,1957
Spaced Invaders,Patrick Read Johnson,Color,100,Ariana Richards,English,USA,1990
Family Plot,Alfred Hitchcock,Color,120,Ed Lauter,English,USA,1976
The Apartment,Billy Wilder, Black and White,125,Fred MacMurray,English,USA,1960
Jason Goes to Hell: The Final Friday,Adam Marcus,Color,91,Kane Hodder,English,USA,1993
Torn Curtain,Alfred Hitchcock,Color,128,Tamara Toumanova,English,USA,1966
Dave Chappelle's Block Party,Michel Gondry,Color,100,Common,English,USA,2005
Slow West,John Maclean,Color,84,Michael Fassbender,English,UK,2015
Krush Groove,Michael Schultz,Color,97,Blair Underwood,English,USA,1985
Next Day Air,Benny Boom,Color,84,Omari Hardwick,English,USA,2009
Elmer Gantry,Richard Brooks,Color,146,Shirley Jones,English,USA,1960
Judgment at Nuremberg,Stanley Kramer, Black and White,186,Maximilian Schell,English,USA,1961
Trippin',David Raynr,Color,94,Donald Faison,English,USA,1999
Robot Chicken,,Color,11,Matthew Senreich,English,USA,
Red River,Howard Hawks, Black and White,126,Montgomery Clift,English,USA,1948
Phat Girlz,Nnegest Likké,Color,99,Mo'Nique,English,USA,2006
Before Midnight,Richard Linklater,Color,109,Seamus Davey-Fitzpatrick,English,USA,2013
Teen Wolf Too,Christopher Leitch,Color,95,John Astin,English,USA,1987
Phantasm II,Don Coscarelli,Color,97,Angus Scrimm,English,USA,1988
Woman Thou Art Loosed,Michael Schultz,Color,94,Loretta Devine,English,USA,2004
Real Women Have Curves,Patricia Cardoso,Color,90,America Ferrera,English,USA,2002
Deadline Gallipoli,,Color,197,Rachel Griffiths,English,Australia,
Water,Deepa Mehta,Color,117,John Abraham,Hindi,Canada,2005
East Is East,Damien O'Donnell,Color,96,Archie Panjabi,English,UK,1999
Whipped,Peter M. Cohen,Color,82,Callie Thorne,English,USA,2000
Kama Sutra: A Tale of Love,Mira Nair,Color,109,Indira Varma,English,USA,1996
Please Give,Nicole Holofcener,Color,90,Oliver Platt,English,USA,2010
Willy Wonka & the Chocolate Factory,Mel Stuart,Color,89,Peter Ostrum,English,USA,1971
Warlock: The Armageddon,Anthony Hickox,Color,98,Julian Sands,English,USA,1993
8 Heads in a Duffel Bag,Tom Schulman,Color,95,Kristy Swanson,English,USA,1997
Days of Heaven,Terrence Malick,Color,94,Sam Shepard,English,USA,1978
Thirteen Conversations About One Thing,Jill Sprecher,Color,104,Matthew McConaughey,English,USA,2001
Jawbreaker,Darren Stein,Color,87,Julie Benz,English,USA,1999
Basquiat,Julian Schnabel,Color,108,Gary Oldman,English,USA,1996
Frances Ha,Noah Baumbach, Black and White,86,Greta Gerwig,English,USA,2012
Tsotsi,Gavin Hood,Color,94,Terry Pheto,Zulu,UK,2005
Happiness,Todd Solondz,Color,134,Philip Seymour Hoffman,English,USA,1998
DysFunktional Family,George Gallo,Color,89,Eddie Griffin,English,USA,2003
Tusk,Kevin Smith,Color,102,Johnny Depp,English,USA,2014
Oldboy,Chan-wook Park,Color,120,Min-sik Choi,Korean,South Korea,2003
Letters to God,David Nixon,Color,110,Robyn Lively,English,USA,2010
Hobo with a Shotgun,Jason Eisener,Color,86,Gregory Smith,English,Canada,2011
Compadres,Enrique Begne,Color,101,Kevin Pollak,English,Mexico,2016
Freeway,Matthew Bright,Color,102,Bokeem Woodbine,English,USA,1996
Love's Abiding Joy,Michael Landon Jr.,Color,87,William Morgan Sheppard,,USA,2006
Fish Tank,Andrea Arnold,Color,123,Michael Fassbender,English,UK,2009
Damsels in Distress,Whit Stillman,Color,99,Greta Gerwig,English,USA,2011
Creature,,Color,173,Craig T. Nelson,English,USA,
Bachelorette,Leslye Headland,Color,87,Kirsten Dunst,English,USA,2012
BrainDead,,Color,44,Danny Pino,English,USA,
Brave New Girl,Bobby Roth,Color,120,Virginia Madsen,English,USA,2004
Tim and Eric's Billion Dollar Movie,Tim Heidecker,Color,93,Michael Gross,English,USA,2012
The Gambler,Rupert Wyatt,Color,111,George Kennedy,English,USA,2014
The Grand,,Color,60,Susan Hampshire,English,UK,
Summer Storm,Marco Kreuzpaintner,Color,98,Alicja Bachleda,German,Germany,2004
Fort McCoy,Kate Connor,Color,100,Johnny Pacar,English,USA,2011
Chain Letter,Deon Taylor,Color,88,Matt Cohen,English,USA,2009
Just Looking,Jason Alexander,Color,97,Gretchen Mol,English,USA,1999
The Divide,Xavier Gens,Color,122,Michael Biehn,English,Germany,2011
The Eclipse,Conor McPherson,Color,86,Aidan Quinn,English,Ireland,2009
Demonic,Will Canon,Color,83,Frank Grillo,English,USA,2015
My Big Fat Independent Movie,Philip Zlotorynski,Color,80,Neil Hopkins,English,USA,2005
Alice in Wonderland,Tim Burton,Color,108,Johnny Depp,English,USA,2010
The Deported,Lance Kawas,Color,90,Taylor Negron,English,USA,2009
Tanner Hall,Francesca Gregorini,Color,96,Tom Everett Scott,English,USA,2009
Open Road,Marcio Garcia,Color,85,John Savage,English,Brazil,2013
They Came Together,David Wain,Color,83,Christopher Meloni,English,USA,2014
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Craig Moss,Color,80,French Stewart,English,USA,2013
Never Back Down 2: The Beatdown,Michael Jai White,Color,90,Michael Jai White,English,USA,2011
Point Blank,John Boorman,Color,92,Lee Marvin,English,USA,1967
Four Single Fathers,Paolo Monico,Color,100,Stephanie Szostak,Italian,Italy,2009
Enter the Dangerous Mind,Youssef Delara,Color,88,Noel Gugliemi,English,USA,2013
Something Wicked,Darin Scott,,95,Julian Morris,English,USA,2014
AWOL-72,Christian Sesma,Color,82,Bokeem Woodbine,English,USA,2015
Iguana,Monte Hellman,Color,97,Everett McGill,English,Italy,1988
Cinderella,Kenneth Branagh,Color,105,Hayley Atwell,English,USA,2015
Chicago Overcoat,Brian Caunter,Color,94,Mike Starr,English,USA,2009
Barry Munday,Chris D'Arienzo,Color,95,Judy Greer,English,USA,2010
Central Station,Walter Salles,Color,113,Fernanda Montenegro,Portuguese,Brazil,1998
Pocketful of Miracles,Frank Capra,Color,136,Ann-Margret,English,USA,1961
Close Range,Isaac Florentine,Color,80,Anthony L. Fernandez,English,USA,2015
Boynton Beach Club,Susan Seidelman,Color,105,Dyan Cannon,English,USA,2005
Amnesiac,Michael Polish,Color,90,Olivia Rose Keegan,English,USA,2014
Freakonomics,Heidi Ewing,Color,93,Greg Crowe,English,USA,2010
The Omen,Richard Donner,Color,107,Lee Remick,English,UK,1976
High Tension,Alexandre Aja,Color,89,Cécile De France,French,France,2003
Griff the Invisible,Leon Ford,Color,90,Maeve Dermody,English,Australia,2010
Unnatural,Hank Braxtan,Color,89,Q'orianka Kilcher,English,USA,2015
Hustle & Flow,Craig Brewer,Color,116,Isaac Hayes,English,USA,2005
Some Like It Hot,Billy Wilder, Black and White,120,Nehemiah Persoff,English,USA,1959
Friday the 13th Part VII: The New Blood,John Carl Buechler,Color,88,Kane Hodder,English,USA,1988
The Wizard of Oz,Victor Fleming, Black and White,102,Margaret Hamilton,English,USA,1939
Young Frankenstein,Mel Brooks, Black and White,106,Madeline Kahn,English,USA,1974
Diary of the Dead,George A. Romero,Color,95,Megan Park,English,USA,2007
Lage Raho Munna Bhai,Rajkumar Hirani,Color,144,Vidya Balan,Hindi,India,2006
Ulee's Gold,Victor Nunez,Color,113,Peter Fonda,English,USA,1997
The Black Stallion,Carroll Ballard,Color,118,Teri Garr,English,USA,1979
Sardaar Ji,Rohit Jugraj,Color,141,Bhavkhandan Singh Rakhra,Panjabi,Canada,2015
Journey to Saturn,Thorbjørn Christoffersen,Color,90,Iben Hjejle,Danish,Denmark,2008
Donovan's Reef,John Ford,Color,109,Lee Marvin,English,USA,1963
The Dress,Alex van Warmerdam,Color,95,Rijk de Gooyer,Dutch,Netherlands,1996
A Guy Named Joe,Victor Fleming, Black and White,122,Spencer Tracy,English,USA,1943
Blazing Saddles,Mel Brooks,Color,93,Madeline Kahn,English,USA,1974
Friday the 13th: The Final Chapter,Joseph Zito,Color,97,Judie Aronson,English,USA,1984
Ida,Pawel Pawlikowski, Black and White,82,Joanna Kulig,Polish,Poland,2013
Maurice,James Ivory,Color,140,Rupert Graves,English,UK,1987
Beer League,Frank Sebastiano,Color,86,Joe Lo Truglio,English,USA,2006
The Astronaut's Wife,Rand Ravich,Color,109,Johnny Depp,English,USA,1999
Riding Giants,Stacy Peralta,Color,105,Gerry Lopez,English,USA,2004
Timecrimes,Nacho Vigalondo,Color,66,Karra Elejalde,Spanish,Spain,2007
Silver Medallist,Hao Ning,Color,99,Jack Kao,Mandarin,China,2009
Timber Falls,Tony Giglio,Color,100,Brianna Brown,English,USA,2007
Singin' in the Rain,Stanley Donen,Color,103,Rita Moreno,English,USA,1952
A Haunted House,Michael Tiddes,Color,86,Essence Atkins,English,USA,2013
2016: Obama's America,Dinesh D'Souza,Color,87,Barack Obama,English,USA,2012
Halloween II,Rob Zombie,Color,119,Scout Taylor-Compton,English,USA,2009
That Thing You Do!,Tom Hanks,Color,149,Tom Hanks,English,USA,1996
Halloween III: Season of the Witch,Tommy Lee Wallace,Color,98,Tom Atkins,English,USA,1982
Escape from the Planet of the Apes,Don Taylor,Color,98,Roddy McDowall,English,USA,1971
Hud,Martin Ritt, Black and White,112,Patricia Neal,English,USA,1963
Kevin Hart: Let Me Explain,Leslie Small,Color,75,David Jason Perez,English,USA,2013
My Own Private Idaho,Gus Van Sant,Color,104,Keanu Reeves,English,USA,1991
Garden State,Zach Braff,Color,102,Armando Riesco,English,USA,2004
Before Sunrise,Richard Linklater,Color,105,Hanno Pöschl,English,USA,1995
Sur le seuil,Éric Tessier,Color,99,Patrick Huard,French,Canada,2003
Jesus' Son,Alison Maclean,Color,107,Billy Crudup,English,USA,1999
Saving Face,Alice Wu,Color,96,Joan Chen,English,USA,2004
Brick Lane,Sarah Gavron,Color,101,Satish Kaushik,English,UK,2007
Robot & Frank,Jake Schreier,Color,89,Frank Langella,English,USA,2012
My Life Without Me,Isabel Coixet,Color,106,Sarah Polley,English,Spain,2003
The Spectacular Now,James Ponsoldt,Color,95,Shailene Woodley,English,USA,2013
Marilyn Hotchkiss' Ballroom Dancing and Charm School,Randall Miller,Color,34,William Hurt,English,USA,1990
Religulous,Larry Charles,Color,101,Bill Maher,English,USA,2008
Fuel,Joshua Tickell,Color,112,Larry David,English,USA,2008
Valley of the Heart's Delight,Tim Boxell,Color,100,Bruce McGill,English,USA,2006
Dodgeball: A True Underdog Story,Rawson Marshall Thurber, Black and White,92,Gary Cole,English,USA,2004
Eye of the Dolphin,Michael D. Sellers,Color,100,Katharine Ross,English,USA,2006
8: The Mormon Proposition,Reed Cowan,Color,80,Dustin Lance Black,English,USA,2010
The Other End of the Line,James Dodson,Color,106,Larry Miller,English,UK,2008
Anatomy,Stefan Ruzowitzky,Color,103,Benno Fürmann,German,Germany,2000
Sleep Dealer,Alex Rivera,Color,90,Leonor Varela,Spanish,USA,2008
Super,James Gunn,Color,96,Linda Cardellini,English,USA,2010
Christmas Mail,John Murlowski,Color,89,Ashley Scott,English,USA,2010
Stung,Benni Diez,Color,87,Clifton Collins Jr.,English,Germany,2015
Antibirth,Danny Perez,Color,94,Natasha Lyonne,English,USA,2016
Get on the Bus,Spike Lee,Color,120,Bernie Mac,English,USA,1996
Thr3e,Robby Henson,Color,101,Marc Blucas,English,Poland,2006
Idiocracy,Mike Judge,Color,84,Anthony 'Citric' Campos,English,USA,2006
The Rise of the Krays,Zackary Adler,,110,Simon Merrells,English,UK,2015
This Is England,Shane Meadows,Color,101,Stephen Graham,English,UK,2006
Alien Uprising,Dominic Burns,Color,101,Julian Glover,English,UK,2012
Bathing Beauty,George Sidney,Color,101,Esther Williams,English,USA,1944
Go for It!,Carmen Marron,Color,105,Jossara Jinaro,English,USA,2011
Show Boat,George Sidney,Color,108,Agnes Moorehead,English,USA,1951
Redemption Road,Mario Van Peebles,Color,95,Tom Skerritt,English,USA,2010
The Calling,Jason Stone,Color,108,Topher Grace,English,USA,2014
The Brave Little Toaster,Jerry Rees,Color,90,Jon Lovitz,English,USA,1987
Fantasia,James Algar,Color,120,Leopold Stokowski,English,USA,1940
The French Connection,William Friedkin,Color,104,Roy Scheider,English,USA,1971
8 Days,Jaco Booyens,Color,90,Nicole Smolen,English,USA,2014
Friday the 13th Part III,Steve Miner,Color,91,Richard Brooker,English,USA,1982
Friday the 13th: A New Beginning,Danny Steinmann,Color,92,Tiffany Helm,English,USA,1985
The Last Sin Eater,Michael Landon Jr.,Color,117,Henry Thomas,English,USA,2007
Do You Believe?,Jon Gunn,Color,120,Alexa PenaVega,English,USA,2015
Impact Point,Hayley Cloake,Color,90,Brian Austin Green,English,USA,2008
The Valley of Decision,Tay Garnett, Black and White,119,Jessica Tandy,English,USA,1945
Eden,Shyam Madiraju,Color,90,Jessica Lowndes,English,Spain,2015
Chicken Tikka Masala,Harmage Singh Kalirai,Color,90,Saeed Jaffrey,English,UK,2005
Always Woodstock,Rita Merson,Color,97,Ryan Guzman,English,USA,2014
Jack Brooks: Monster Slayer,Jon Knautz,Color,90,Rachel Skarsten,English,Canada,2007
The Best Years of Our Lives,William Wyler, Black and White,172,Myrna Loy,English,USA,1946
Bully,Larry Clark,Color,115,Kelli Garner,English,USA,2001
Elling,Petter Næss,Color,89,Jørgen Langhelle,Norwegian,Norway,2001
Mi America,Robert Fontaine,Color,125,Michael Derek,English,USA,2015
[Rec],Jaume Balagueró,Color,78,Manuela Velasco,Spanish,Spain,2007
Lies in Plain Sight,Patricia Cardoso,Color,89,Rosie Perez,English,USA,2010
Sharkskin,Dan Perri,Color,100,Travis Myers,English,USA,2015
Containment,Neil Mcenery-West,Color,77,Walter Hendrix III,English,UK,2015
The Timber,Anthony O'Brien,Color,81,James Ransone,English,USA,2015
From Russia with Love,Terence Young,Color,115,Robert Shaw,English,UK,1963
The Toxic Avenger Part II,Michael Herz,Color,96,Phoebe Legere,English,USA,1989
In the Heat of the Night,,Color,60,Carroll O'Connor,English,USA,
Sleeper,Woody Allen,Color,89,Woody Allen,English,USA,1973
It Follows,David Robert Mitchell,Color,100,Maika Monroe,English,USA,2014
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Woody Allen, Black and White,88,Woody Allen,English,USA,1972
To Kill a Mockingbird,Robert Mulligan, Black and White,129,Robert Duvall,English,USA,1962
Mad Max 2: The Road Warrior,George Miller, Black and White,87,Vernon Wells,English,Australia,1981
The Legend of Drunken Master,Chia-Liang Liu,Color,102,Andy Lau,Cantonese,Hong Kong,1994
Lolita,Stanley Kubrick, Black and White,152,James Mason,English,UK,1962
Boys Don't Cry,Kimberly Peirce,Color,118,Alicia Goranson,English,USA,1999
Silent House,Chris Kentis,Color,86,Eric Sheffer Stevens,English,France,2011
The Lives of Others,Florian Henckel von Donnersmarck,Color,137,Sebastian Koch,German,Germany,2006
Courageous,Alex Kendrick,Color,129,Ben Davies,English,USA,2011
The Hustler,Robert Rossen, Black and White,134,George C. Scott,English,USA,1961
Boom Town,Jack Conway, Black and White,119,Hedy Lamarr,English,USA,1940
The Triplets of Belleville,Sylvain Chomet,Color,80,Michel Robin,French,France,2003
