age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
30,7,2,1,0,1510,1,0,0,18,9,191,1,-1,0,3
45,1,0,1,0,756,1,0,2,6,8,179,2,-1,0,3
28,4,2,2,0,1086,1,0,2,29,8,128,2,-1,0,3
35,4,1,1,0,339,1,0,2,23,8,317,1,-1,0,3
31,7,2,1,0,205,1,0,0,15,0,465,1,-1,0,3
41,1,1,1,0,2717,1,1,0,24,5,559,2,-1,0,3
32,1,2,1,0,138,1,0,0,15,8,215,2,-1,0,3
34,6,2,2,0,1943,1,0,0,16,0,478,2,-1,0,3
26,9,1,1,0,744,0,0,0,15,0,609,1,-1,0,3
29,1,1,0,0,79,1,0,2,27,8,22,2,-1,0,3
49,9,1,1,0,2400,0,0,0,21,10,262,3,-1,0,3
30,0,0,1,0,419,0,0,0,3,11,72,2,-1,0,3
44,6,1,0,0,414,1,0,0,4,3,138,1,272,2,1
42,9,1,1,0,27,0,0,0,14,1,259,4,-1,0,3
35,9,0,1,0,2823,1,0,0,2,3,229,1,-1,0,3
39,4,0,2,0,4692,1,0,1,19,9,214,2,174,2,2
34,6,2,1,0,1261,1,0,0,9,0,169,2,-1,0,3
58,9,1,1,0,0,1,0,0,15,5,53,1,-1,0,3
35,0,0,1,0,0,0,0,0,30,5,186,6,-1,0,3
32,9,2,1,0,483,1,1,0,18,8,35,6,-1,0,3
31,9,1,1,0,7369,0,0,0,19,1,204,4,-1,0,3
41,7,1,1,0,804,1,0,2,20,8,127,8,-1,0,3
39,4,2,1,0,2644,0,0,0,19,1,192,7,-1,0,3
39,1,2,1,0,175,0,0,0,12,8,17,1,365,2,1
38,1,1,1,0,0,0,0,2,20,6,152,5,-1,0,3
46,0,2,1,0,272,0,0,0,31,5,149,4,-1,0,3
54,10,2,2,0,252,1,0,0,21,5,101,1,-1,0,3
34,9,1,3,0,4053,1,0,2,23,8,123,2,-1,0,3
40,1,1,1,0,2158,0,0,0,10,5,277,1,-1,0,3
40,1,1,1,0,299,1,0,0,15,5,180,4,-1,0,3
30,9,2,0,0,2731,1,0,0,14,0,314,1,-1,0,3
37,7,2,1,0,50,0,0,0,19,9,244,1,154,8,1
34,0,1,1,0,36,0,0,0,22,1,192,6,-1,0,3
66,0,0,1,0,220,0,0,0,28,1,283,1,-1,0,3
30,7,2,0,0,5746,1,0,1,20,9,125,2,-1,0,3
59,3,0,2,0,0,0,0,0,20,0,379,1,332,2,1
56,4,1,1,0,238,1,0,0,19,9,808,1,-1,0,3
25,1,2,1,0,76,0,1,0,28,5,50,4,-1,0,3
36,1,1,0,0,679,1,1,0,13,8,115,1,-1,0,3
33,1,2,0,0,1390,1,0,2,21,8,192,1,-1,0,3
30,9,1,1,0,418,1,0,2,3,6,112,1,-1,0,3
29,1,2,1,0,2891,1,0,0,7,8,293,1,-1,0,3
52,7,1,1,0,497,1,0,1,15,5,265,5,-1,0,3
54,1,1,0,0,2933,1,0,2,15,8,144,2,-1,0,3
28,1,1,1,0,948,1,0,2,9,8,455,1,-1,0,3
58,6,1,1,0,0,1,0,2,15,8,272,9,-1,0,3
23,1,2,1,0,0,1,0,0,8,8,6,5,350,2,0
49,2,1,1,0,687,0,0,0,18,1,65,6,-1,0,3
47,4,2,2,0,-230,0,0,0,4,3,293,1,-1,0,3
73,5,1,2,0,2575,0,0,0,17,1,152,1,-1,0,3
44,9,1,1,0,7649,0,0,0,20,1,188,6,-1,0,3
29,1,1,0,0,59,1,1,0,29,5,665,4,-1,0,3
48,9,1,1,0,23495,0,0,0,22,1,63,8,-1,0,3
35,9,2,1,0,365,1,0,2,8,8,256,2,-1,0,3
41,1,1,1,0,97,0,1,0,8,5,212,2,-1,0,3
40,2,2,1,0,5,0,1,0,15,5,117,3,-1,0,3
57,1,2,0,0,739,1,0,0,14,8,172,2,364,1,0
43,3,1,1,0,-177,1,0,2,21,8,172,2,-1,0,3
31,1,1,0,0,-454,1,1,2,28,8,861,2,-1,0,3
51,4,0,2,0,1267,1,0,2,30,8,254,2,-1,0,3
52,10,1,1,0,1639,0,0,0,8,1,93,1,-1,0,3
31,7,2,1,0,900,1,0,0,9,0,221,2,140,6,0
26,7,2,1,0,-481,1,1,0,6,8,595,5,-1,0,3
36,7,2,1,0,528,0,0,0,3,3,225,2,-1,0,3
43,9,2,1,0,34,0,0,1,30,5,29,1,-1,0,3
32,0,2,1,0,223,1,1,2,27,8,236,4,-1,0,3
26,9,2,1,0,218,1,0,2,27,8,436,1,-1,0,3
25,7,2,2,0,130,1,0,0,16,5,49,1,-1,0,3
34,1,2,1,0,1156,1,0,2,23,8,234,2,-1,0,3
30,4,1,2,0,314,0,0,0,19,9,364,2,175,2,2
35,0,2,2,0,1374,1,0,0,15,8,319,1,-1,0,3
42,0,2,3,0,22,0,0,2,19,6,246,3,-1,0,3
53,2,1,2,0,1129,0,1,0,28,5,241,8,-1,0,3
52,7,0,0,0,130,1,0,2,29,8,103,2,-1,0,3
35,4,2,1,1,-202,1,0,2,20,8,268,3,-1,0,3
29,4,2,1,0,293,1,0,2,28,8,188,2,-1,0,3
43,4,1,3,0,275,0,0,0,9,0,109,2,339,2,0
81,5,0,3,0,9224,0,0,1,9,9,235,2,-1,0,3
35,9,0,1,0,515,1,1,0,29,1,114,3,-1,0,3
36,7,2,1,0,760,0,0,2,20,6,9,13,-1,0,3
76,5,1,1,0,2302,0,0,1,5,3,110,1,87,2,0
44,7,0,1,0,-389,1,1,2,5,6,52,1,-1,0,3
38,7,1,1,0,133,1,0,2,27,8,267,1,-1,0,3
37,9,1,1,0,1580,0,0,0,22,1,92,12,-1,0,3
41,1,1,1,0,1020,1,0,2,29,8,276,1,-1,0,3
49,1,1,1,0,298,1,0,0,3,3,392,3,-1,0,3
53,4,1,0,0,13901,1,0,0,21,9,59,1,-1,0,3
34,9,1,1,0,563,1,1,0,29,1,32,15,-1,0,3
30,4,1,2,0,-27,1,0,2,27,8,29,2,-1,0,3
43,11,1,0,0,2113,0,0,0,29,5,33,2,-1,0,3
36,0,2,2,0,980,0,0,0,30,5,156,3,179,4,0
60,3,1,0,0,352,0,1,2,17,6,81,2,-1,0,3
45,4,1,2,0,96,1,0,0,16,5,202,1,-1,0,3
49,4,1,2,0,3842,0,0,0,5,0,163,1,186,3,0
39,7,1,1,0,3870,1,0,0,20,0,72,1,-1,0,3
57,9,1,1,0,589,1,0,0,28,4,198,1,244,1,1
49,0,2,1,0,7426,0,0,1,20,9,65,2,-1,0,3
39,0,0,1,0,1,0,1,0,7,5,281,1,-1,0,3
37,9,2,2,0,6101,0,0,0,4,8,60,5,87,1,2
45,0,1,1,0,231,1,0,2,18,6,151,3,-1,0,3
36,4,2,2,0,876,1,0,2,23,8,241,2,-1,0,3
58,9,1,1,0,86,0,0,0,30,5,95,3,-1,0,3
48,1,1,0,0,363,1,0,2,18,6,257,6,-1,0,3
52,2,1,0,0,8298,1,1,2,28,8,123,18,-1,0,3
32,7,2,1,0,0,0,1,0,11,5,333,2,-1,0,3
51,4,0,2,0,93,1,1,0,6,8,221,1,-1,0,3
31,4,1,2,0,596,0,0,0,12,1,192,4,-1,0,3
30,4,2,2,0,168,0,0,0,27,1,35,13,-1,0,3
34,4,2,2,0,29,1,0,0,13,8,248,2,-1,0,3
53,6,1,0,0,6,1,0,2,27,8,233,2,-1,0,3
32,2,0,1,0,-934,1,0,0,18,9,50,1,-1,0,3
52,1,1,2,0,297,1,0,2,7,8,55,1,-1,0,3
50,1,1,0,0,533,0,0,0,21,1,212,4,-1,0,3
30,9,2,1,0,175,0,0,0,25,1,167,4,-1,0,3
34,4,2,2,0,-292,1,0,0,19,1,181,6,-1,0,3
51,9,1,1,0,2,1,1,0,4,3,71,1,205,3,0
34,4,1,2,0,39,0,0,0,13,1,160,1,-1,0,3
26,1,2,1,0,396,1,0,2,28,8,302,1,-1,0,3
51,0,0,1,0,-338,1,0,0,29,5,97,2,-1,0,3
31,7,1,1,0,2050,1,0,0,18,9,271,5,-1,0,3
29,9,2,1,0,510,1,0,2,16,6,179,15,-1,0,3
29,9,0,1,0,477,1,1,0,11,8,58,1,305,1,0
46,9,1,2,0,4176,1,0,2,12,6,153,6,-1,0,3
35,1,1,0,0,0,0,0,0,31,5,57,4,-1,0,3
44,4,1,2,0,0,1,0,0,31,5,49,5,-1,0,3
34,4,1,2,0,297,1,0,0,26,1,63,4,-1,0,3
27,7,2,1,0,167,0,1,0,8,5,606,2,-1,0,3
28,10,2,1,1,-353,1,0,2,12,8,89,3,-1,0,3
59,0,0,1,0,1525,0,0,1,29,5,90,2,-1,0,3
38,9,2,1,0,211,1,0,0,29,4,236,2,-1,0,3
34,4,2,2,0,416,0,0,0,14,1,1217,4,-1,0,3
44,7,1,1,0,0,1,1,0,11,8,161,1,-1,0,3
35,9,2,1,0,1001,0,1,0,24,5,178,2,-1,0,3
45,6,0,2,1,75,1,1,0,4,3,236,1,-1,0,3
34,6,1,2,0,7602,0,0,0,20,9,222,1,-1,0,3
57,5,1,1,0,0,1,0,0,5,8,127,1,363,4,0
76,5,1,0,0,163,0,0,1,13,10,120,1,-1,0,3
30,1,1,1,0,673,1,0,2,20,8,610,2,-1,0,3
48,9,0,1,0,-154,0,0,2,3,6,342,3,-1,0,3
43,9,1,1,0,3723,1,0,0,11,1,134,4,-1,0,3
34,9,2,1,0,559,0,0,0,22,1,259,2,-1,0,3
30,4,2,2,0,13774,0,0,0,14,11,380,1,-1,0,3
33,4,1,2,0,403,1,0,2,26,8,114,2,-1,0,3
38,9,1,1,0,1696,0,0,0,20,9,267,2,-1,0,3
52,0,1,1,0,722,0,0,0,26,10,99,2,185,3,0
34,0,2,1,0,296,0,0,0,20,9,68,1,136,4,0
40,4,2,2,0,257,0,0,0,1,3,147,1,209,1,0
36,7,0,0,0,418,1,0,0,8,8,156,2,-1,0,3
56,5,1,1,0,488,0,0,1,6,3,146,4,-1,0,3
29,0,2,1,0,900,1,0,2,14,8,339,1,-1,0,3
34,2,2,2,0,2945,1,0,0,17,0,266,1,-1,0,3
31,7,1,1,0,-327,1,0,2,28,8,408,1,-1,0,3
36,10,2,1,0,115,0,0,0,9,3,71,2,-1,0,3
30,4,2,2,0,218,0,0,2,3,6,75,1,-1,0,3
36,0,1,1,0,286,1,0,0,22,5,167,9,-1,0,3
25,8,2,1,0,293,1,0,1,5,8,170,2,-1,0,3
32,7,1,1,0,201,1,0,2,18,6,110,2,-1,0,3
31,4,2,2,0,4331,1,0,0,22,5,318,1,-1,0,3
49,1,1,1,0,388,0,0,1,17,5,265,2,-1,0,3
37,7,1,1,0,483,1,0,0,30,4,188,1,-1,0,3
26,8,2,1,0,502,1,0,1,7,8,82,1,-1,0,3
41,1,1,1,0,306,1,0,1,11,8,86,1,369,2,0
47,1,1,1,0,-337,1,1,0,12,8,366,1,-1,0,3
57,9,1,1,0,950,1,0,0,9,5,1272,1,-1,0,3
50,2,1,2,0,2410,0,0,0,21,9,65,1,-1,0,3
36,4,1,2,0,-633,1,0,0,17,5,106,1,-1,0,3
42,0,0,1,0,0,1,0,2,7,8,229,2,-1,0,3
30,4,1,2,0,265,1,0,2,26,8,45,4,-1,0,3
43,10,2,0,0,698,1,0,2,14,8,322,1,-1,0,3
49,7,2,1,0,459,1,0,2,19,8,58,10,-1,0,3
35,9,0,2,0,0,1,0,2,15,8,759,1,-1,0,3
32,9,2,1,0,1307,1,0,2,28,8,267,2,-1,0,3
36,0,2,1,0,8785,1,0,0,20,9,425,2,-1,0,3
42,3,1,3,0,302,1,0,0,11,5,342,2,-1,0,3
34,9,1,1,0,484,0,0,2,9,8,84,4,-1,0,3
33,7,1,1,0,7,1,0,2,20,8,217,1,-1,0,3
55,7,2,1,0,1539,0,0,2,20,6,65,2,-1,0,3
46,0,1,1,0,3098,1,0,1,21,9,192,9,-1,0,3
34,0,2,1,0,745,1,1,0,25,1,76,1,-1,0,3
50,4,1,2,0,2050,0,0,0,6,1,158,3,-1,0,3
30,4,2,2,0,2766,1,1,0,20,9,244,1,-1,0,3
53,1,1,0,0,4641,0,0,2,16,6,356,2,-1,0,3
48,4,1,2,0,1167,1,1,0,26,4,122,4,50,4,1
55,7,0,1,0,322,1,0,0,28,4,342,1,-1,0,3
35,4,1,2,0,750,1,0,0,18,1,233,12,-1,0,3
48,6,1,1,0,1559,0,0,0,4,3,130,2,-1,0,3
45,7,1,1,0,0,0,0,2,4,6,153,6,-1,0,3
31,1,1,0,0,0,1,1,2,12,8,59,4,-1,0,3
55,0,1,2,0,46,0,0,0,29,1,59,4,-1,0,3
41,9,1,2,0,0,0,0,2,20,6,95,1,-1,0,3
33,6,1,0,0,1862,1,0,2,12,8,65,1,-1,0,3
40,1,1,0,0,7831,1,0,2,14,8,78,1,-1,0,3
51,1,1,0,0,21614,0,0,0,29,1,47,20,-1,0,3
31,1,2,1,0,2137,0,0,2,29,8,413,1,-1,0,3
26,11,2,1,0,3247,0,0,1,6,3,341,3,-1,0,3
39,0,2,1,0,14,1,1,2,13,8,19,9,-1,0,3
30,9,1,1,0,0,1,0,0,14,8,47,3,-1,0,3
28,4,2,2,0,637,1,0,0,4,3,324,1,-1,0,3
48,9,1,1,0,10655,0,0,1,31,5,5,3,-1,0,3
56,4,1,2,0,94,0,0,0,23,5,530,3,-1,0,3
45,4,2,2,0,997,0,1,0,19,9,152,1,-1,0,3
38,6,1,2,0,2084,1,0,0,16,0,71,2,330,2,0
28,2,2,1,0,1734,1,0,2,3,6,161,3,-1,0,3
51,2,1,0,0,805,1,0,0,8,1,132,4,-1,0,3
32,9,2,3,0,317,1,0,2,21,8,394,2,-1,0,3
31,1,1,1,0,369,1,1,2,14,8,89,2,-1,0,3
34,9,1,2,0,100,0,0,0,20,1,196,2,-1,0,3
46,1,1,0,0,-44,0,1,1,22,1,16,13,-1,0,3
36,9,0,1,0,3296,1,0,0,17,9,130,1,-1,0,3
39,1,1,0,0,-50,1,0,0,15,8,100,1,-1,0,3
42,9,2,2,0,-411,1,0,0,24,5,212,3,-1,0,3
32,8,2,2,0,922,0,0,0,18,10,338,2,-1,0,3
35,4,1,3,0,1128,1,0,2,4,6,457,1,-1,0,3
50,1,1,2,0,5423,1,0,0,21,9,75,3,-1,0,3
55,3,1,0,0,1537,0,0,2,19,6,359,1,-1,0,3
51,2,1,1,0,0,0,0,2,30,8,510,3,-1,0,3
43,7,1,2,0,519,1,0,0,18,8,715,6,-1,0,3
46,0,1,1,0,186,1,0,0,11,8,643,2,-1,0,3
31,4,1,2,0,83,0,0,0,29,4,300,1,-1,0,3
38,4,1,0,0,1365,1,0,2,5,6,224,1,-1,0,3
40,5,2,1,0,1734,1,0,2,3,6,123,4,-1,0,3
53,4,1,1,0,51,1,0,0,17,0,109,1,-1,0,3
41,11,2,2,0,1567,0,0,0,1,5,291,2,-1,0,3
46,1,2,0,0,96,1,0,0,19,9,217,1,-1,0,3
48,1,2,1,0,8982,1,0,2,14,8,628,1,-1,0,3
31,1,0,1,0,-209,1,0,0,8,8,154,3,367,2,0
29,4,1,2,0,-6,1,0,2,9,8,324,1,-1,0,3
37,4,1,2,0,355,0,0,0,4,1,340,1,-1,0,3
37,6,1,0,0,0,0,0,2,7,8,112,4,-1,0,3
56,6,1,3,0,0,0,0,0,19,1,130,1,-1,0,3
60,1,0,1,0,1310,0,0,2,7,8,152,2,-1,0,3
46,7,1,2,0,2520,1,0,0,19,9,144,1,-1,0,3
31,7,2,1,0,1629,1,0,2,19,8,344,2,-1,0,3
51,9,1,3,0,573,1,1,2,14,8,231,1,-1,0,3
38,9,2,1,0,1655,0,0,0,29,5,392,2,-1,0,3
39,7,2,1,0,26,1,0,0,14,8,166,3,-1,0,3
30,4,2,1,0,186,1,0,0,20,9,235,3,-1,0,3
35,9,1,1,0,13658,1,0,1,9,2,220,2,-1,0,3
31,9,2,2,0,23,0,0,0,25,1,121,3,-1,0,3
27,1,2,1,0,87,0,0,1,10,5,245,1,-1,0,3
42,9,2,1,0,49,0,0,0,9,3,7,10,-1,0,3
67,5,1,2,0,3810,0,0,0,21,10,1206,1,-1,0,3
32,0,1,1,0,56,1,0,0,2,3,275,1,258,1,1
49,2,1,2,0,384,0,0,2,11,6,64,1,-1,0,3
56,1,0,0,0,8,1,0,2,5,8,157,2,-1,0,3
34,9,2,2,0,2671,0,0,0,19,1,119,9,-1,0,3
50,0,0,1,0,3240,0,0,0,21,9,144,2,-1,0,3
27,6,2,2,0,147,0,0,0,22,6,111,5,-1,0,3
56,5,1,0,0,63,0,0,0,19,1,122,2,-1,0,3
44,9,1,1,0,7863,0,0,0,26,1,59,6,-1,0,3
45,0,2,1,0,946,1,0,0,21,9,56,2,175,4,0
45,4,1,1,1,237,1,0,0,21,9,526,1,-1,0,3
37,8,0,2,0,0,0,0,1,30,5,100,6,-1,0,3
26,1,1,1,0,245,1,0,2,28,8,146,2,-1,0,3
32,7,1,1,0,315,0,0,0,4,1,149,1,-1,0,3
25,8,2,1,0,1139,1,0,2,15,8,22,3,-1,0,3
48,4,1,1,0,0,1,0,1,23,5,90,2,-1,0,3
29,7,1,0,0,-102,0,0,2,4,5,134,1,-1,0,3
46,4,1,2,0,3984,0,0,0,13,1,77,2,-1,0,3
34,1,1,1,0,1988,1,0,1,29,4,53,1,266,2,0
46,4,1,2,0,125,1,0,1,12,8,81,5,-1,0,3
31,1,1,1,0,505,1,0,0,17,0,218,4,329,2,1
39,9,1,1,0,834,1,1,0,20,0,390,1,-1,0,3
29,0,1,1,0,494,1,0,2,26,8,341,2,-1,0,3
38,1,2,0,0,947,1,0,0,12,8,361,2,-1,0,3
40,10,0,1,0,262,1,0,2,14,8,163,5,-1,0,3
39,4,1,2,0,141,1,0,0,13,8,788,2,331,6,1
49,9,0,1,0,-236,1,0,2,26,8,204,2,-1,0,3
34,4,2,2,0,2555,1,0,0,26,8,129,2,-1,0,3
30,9,2,1,0,298,1,0,2,16,8,164,2,-1,0,3
57,2,1,1,0,1179,0,0,0,19,1,189,2,-1,0,3
34,7,1,0,0,31,0,1,0,9,5,53,3,-1,0,3
21,8,2,1,0,357,0,0,0,2,11,115,3,-1,0,3
35,6,2,2,0,1129,1,0,0,21,9,64,2,184,2,0
39,9,2,2,0,861,0,0,2,20,6,32,5,-1,0,3
42,3,1,0,1,16,0,0,2,11,6,79,1,-1,0,3
25,7,2,1,0,895,1,0,2,3,6,167,1,-1,0,3
27,7,2,1,0,504,1,0,0,18,8,106,5,362,8,1
33,4,2,1,0,2955,1,0,0,18,8,178,2,-1,0,3
51,7,1,1,0,122,0,1,0,6,1,499,2,-1,0,3
32,4,1,2,0,2204,0,0,0,27,1,123,4,-1,0,3
53,1,1,3,0,111,0,0,2,20,6,39,3,-1,0,3
29,4,2,2,0,1566,1,0,2,4,6,233,1,-1,0,3
33,0,0,1,0,661,1,0,0,4,8,90,4,167,3,0
33,4,2,2,0,2485,1,0,0,2,9,91,2,-1,0,3
32,7,1,1,0,3756,1,0,2,4,6,85,3,-1,0,3
31,1,1,1,0,43,1,0,2,19,8,405,3,-1,0,3
45,4,1,2,0,1529,0,0,0,30,6,160,1,-1,0,3
57,7,1,1,0,84,1,0,2,15,8,59,1,-1,0,3
47,7,1,1,0,311,1,1,0,12,8,238,1,301,3,0
52,1,1,1,0,408,0,0,0,29,4,338,2,-1,0,3
56,3,0,1,0,1866,0,1,0,1,10,760,1,-1,0,3
51,1,1,0,0,42,1,0,0,12,8,51,2,342,3,0
40,8,1,1,0,260,0,0,0,19,9,52,1,152,6,0
30,4,1,2,0,2994,1,0,0,26,7,156,1,137,1,1
39,4,1,2,0,0,0,0,2,27,8,205,8,-1,0,3
42,0,1,1,0,1133,1,0,0,4,3,161,4,212,3,0
25,4,2,2,0,2305,0,0,0,3,3,207,1,-1,0,3
60,5,1,1,0,143,0,0,1,30,4,345,1,-1,0,3
37,4,1,0,0,4721,0,0,1,28,4,46,1,-1,0,3
48,1,1,0,0,5366,1,0,2,21,8,248,3,-1,0,3
32,4,1,2,0,71,0,0,0,2,3,75,1,-1,0,3
33,0,2,1,0,1437,1,0,2,21,8,641,1,-1,0,3
51,3,1,0,0,1093,0,1,2,18,6,18,1,-1,0,3
43,0,1,1,0,817,1,1,0,21,9,51,1,-1,0,3
31,1,1,0,0,196,0,0,0,7,1,248,1,-1,0,3
36,3,1,1,0,205,1,0,1,18,9,176,4,-1,0,3
58,6,1,1,0,0,1,0,1,3,3,702,3,264,9,0
33,1,1,0,0,1002,1,0,2,30,8,201,4,-1,0,3
31,9,2,1,0,2916,0,0,0,14,1,174,2,-1,0,3
28,9,2,2,0,4513,1,0,2,27,8,167,3,-1,0,3
29,1,1,0,0,7,1,0,0,12,8,69,3,-1,0,3
34,9,1,1,0,0,0,0,0,28,1,183,10,-1,0,3
31,9,2,1,0,253,0,0,0,13,4,262,1,-1,0,3
31,7,1,1,0,28,1,0,2,8,8,101,1,-1,0,3
37,0,0,2,0,-65,0,0,0,21,5,226,1,-1,0,3
32,7,0,2,0,376,1,0,2,20,8,102,2,-1,0,3
42,4,1,1,0,1018,0,0,0,29,5,305,2,-1,0,3
34,9,1,1,0,260,1,0,0,17,0,20,2,238,2,0
74,5,1,0,0,5539,0,0,0,12,5,390,2,159,3,0
60,7,0,1,0,758,0,0,0,3,3,282,1,-1,0,3
32,10,1,1,0,262,0,0,0,29,4,203,1,-1,0,3
47,9,0,1,0,236,0,0,0,18,1,263,4,-1,0,3
45,7,0,1,0,396,1,1,0,1,0,251,4,329,4,0
50,2,1,1,0,1857,0,1,2,19,6,26,2,-1,0,3
39,6,1,1,0,4722,1,0,2,17,6,483,1,-1,0,3
60,5,0,1,0,935,0,0,0,31,5,8,17,-1,0,3
47,4,1,3,0,4567,0,0,1,31,5,921,4,-1,0,3
40,0,0,1,0,220,1,0,0,18,8,197,2,-1,0,3
26,1,2,1,0,8,1,0,0,13,8,167,1,-1,0,3
43,4,2,1,0,109,1,0,2,27,8,64,3,-1,0,3
30,10,2,1,0,0,1,0,0,16,0,137,1,-1,0,3
34,2,1,1,0,456,1,1,0,28,1,137,8,-1,0,3
35,9,1,1,0,5553,1,0,0,6,0,371,3,136,7,0
21,8,2,3,0,137,1,0,2,12,8,198,3,-1,0,3
52,0,1,1,0,299,0,0,0,19,9,310,4,-1,0,3
31,0,2,1,0,162,1,0,2,28,8,247,1,-1,0,3
42,9,0,1,0,1533,0,1,0,5,1,86,1,-1,0,3
31,2,2,3,0,301,1,0,0,4,3,371,1,-1,0,3
58,4,1,2,0,1697,0,0,2,20,6,55,2,-1,0,3
51,4,1,1,0,441,1,0,0,7,8,189,2,167,2,1
38,2,1,2,0,898,1,0,2,6,8,132,2,-1,0,3
32,9,2,1,0,945,0,0,0,4,8,312,3,-1,0,3
31,2,0,2,0,0,1,0,0,18,9,164,1,-1,0,3
36,1,2,2,0,1830,0,0,0,14,10,183,1,91,11,0
33,1,1,2,0,6138,1,0,2,20,8,369,1,-1,0,3
47,9,0,3,0,442,1,0,0,11,8,85,1,-1,0,3
52,4,1,2,0,0,0,0,0,12,1,106,2,-1,0,3
42,1,1,0,0,1556,0,1,0,8,5,113,1,-1,0,3
39,0,0,1,0,83,1,0,0,30,5,69,6,-1,0,3
31,0,2,1,0,430,1,0,0,15,0,103,2,-1,0,3
52,7,1,1,0,-336,0,1,2,12,6,111,8,-1,0,3
40,1,0,3,0,528,1,0,0,13,8,340,2,357,5,0
29,1,1,0,0,111,1,0,0,6,8,14,11,-1,0,3
49,4,2,2,0,1556,1,0,0,28,5,674,3,-1,0,3
57,4,0,2,0,408,1,0,0,13,8,402,2,351,1,0
35,9,1,1,0,1067,0,1,0,12,1,179,6,-1,0,3
26,1,2,1,0,277,0,0,2,14,8,514,2,-1,0,3
35,1,1,1,0,257,1,0,0,14,8,186,1,-1,0,3
31,4,2,2,0,0,1,1,0,14,8,117,3,352,3,0
57,4,0,2,0,2549,0,0,0,17,5,193,2,-1,0,3
32,7,0,1,0,4612,1,0,0,24,5,937,4,-1,0,3
87,5,1,1,0,433,0,0,1,15,2,150,1,-1,0,3
44,6,1,3,0,680,1,0,1,30,5,84,4,-1,0,3
41,1,2,1,0,3851,0,0,0,19,9,130,1,-1,0,3
36,4,2,2,0,442,1,1,0,29,5,102,3,-1,0,3
56,7,1,1,0,642,1,0,0,30,4,16,1,2,3,1
35,1,2,1,0,487,1,0,2,15,8,117,1,-1,0,3
46,0,1,1,0,171,1,1,0,11,10,251,1,430,1,0
32,9,2,2,0,13711,1,0,0,14,8,638,1,175,3,2
41,2,1,1,0,187,0,1,0,21,5,354,1,-1,0,3
34,4,1,2,0,101,1,0,0,13,1,209,5,-1,0,3
48,1,1,0,0,343,0,0,2,19,6,136,1,-1,0,3
31,10,2,1,0,315,0,0,0,30,4,130,1,2,1,1
41,7,1,1,0,205,1,0,2,8,8,91,1,-1,0,3
36,1,1,0,0,106,1,0,0,29,5,171,13,-1,0,3
31,9,1,1,0,477,0,0,0,30,0,146,1,-1,0,3
37,4,2,2,0,2875,0,0,0,20,9,110,2,-1,0,3
48,9,1,1,0,1000,0,0,0,21,9,104,2,-1,0,3
31,10,1,1,0,-825,1,0,2,7,8,179,2,-1,0,3
42,0,1,1,0,534,1,0,2,16,8,139,2,-1,0,3
50,1,1,3,0,452,0,0,0,20,1,181,2,-1,0,3
47,4,1,1,0,623,1,0,0,13,8,102,6,-1,0,3
43,9,1,1,0,310,1,0,2,29,8,291,1,-1,0,3
59,3,1,1,0,454,0,0,0,21,1,162,1,-1,0,3
35,4,2,2,0,2306,0,0,0,18,1,86,7,-1,0,3
24,9,2,1,0,-126,1,1,2,13,8,382,2,-1,0,3
49,1,1,0,0,399,0,0,0,29,4,679,1,-1,0,3
47,7,1,1,0,0,1,0,1,9,5,250,1,-1,0,3
57,6,1,1,0,2109,0,0,0,21,1,107,6,-1,0,3
29,4,1,2,0,0,1,1,0,15,5,218,1,-1,0,3
50,4,1,2,0,-470,1,0,0,19,9,130,2,160,1,0
32,4,1,2,0,81,1,0,0,17,9,120,1,-1,0,3
23,0,2,1,0,1104,1,0,2,12,8,120,2,-1,0,3
41,9,1,1,0,457,1,1,2,26,8,181,2,-1,0,3
48,1,0,0,0,0,0,0,2,6,6,248,2,-1,0,3
29,4,1,2,0,941,1,0,2,4,6,570,11,-1,0,3
42,0,1,0,0,-466,0,1,1,31,5,94,15,-1,0,3
38,0,2,1,0,2600,1,0,0,19,9,67,1,-1,0,3
31,4,2,2,0,3,0,0,0,4,3,406,2,-1,0,3
38,9,1,3,0,90,1,1,2,8,8,20,2,-1,0,3
50,4,1,2,0,2570,0,0,0,18,9,273,2,-1,0,3
36,4,2,2,0,181,1,0,0,13,8,159,2,278,4,0
52,1,1,0,0,66653,0,0,0,14,1,109,3,-1,0,3
50,2,1,1,0,556,1,0,2,16,8,130,2,-1,0,3
38,3,1,1,0,110,0,0,0,25,8,167,1,-1,0,3
30,7,2,1,0,9,0,1,0,29,4,194,2,205,2,0
46,4,1,1,0,0,0,0,2,12,6,155,1,-1,0,3
54,4,1,1,1,5249,1,0,0,17,9,108,1,-1,0,3
46,1,1,0,0,2499,1,0,2,16,8,42,3,-1,0,3
49,4,1,2,0,276,0,0,0,27,1,62,5,-1,0,3
36,4,2,2,0,3343,0,0,0,18,9,307,1,-1,0,3
58,6,1,1,0,9994,0,0,0,10,5,400,1,-1,0,3
29,0,2,1,0,613,1,0,2,19,6,779,1,-1,0,3
41,1,2,1,0,925,1,0,1,13,8,43,1,-1,0,3
32,4,1,2,0,393,0,0,0,28,4,458,2,-1,0,3
33,7,0,1,1,339,1,0,2,23,8,496,4,-1,0,3
31,2,1,2,0,1216,0,0,0,8,1,150,4,-1,0,3
44,9,1,2,0,1818,1,1,0,30,0,247,1,-1,0,3
